test_name,iterations,payload_size,avg_latency_ns,min_latency_ns,max_latency_ns,p50_latency_ns,p90_latency_ns,p95_latency_ns,p99_latency_ns,stddev_ns,packets_per_sec,mb_per_sec,requested_sessions,connected_sessions,connection_losses,warmup_requests,warmup_responses,measured_requests,measured_responses,payload_min_bytes,payload_max_bytes,payload_pool_size,connect_elapsed_ns,warmup_elapsed_ns,measured_elapsed_ns
LatencyTest,100000,16384,22559597.901000,100400.000000,64503200.000000,22623600.000000,25608010.000000,28011630.000000,33565913.000000,4412911.252898,43526.325287,429.477388,1000,1000,0,10000,10000,100000,100000,4096,16384,1024,639884700,124525300,2297460200
